Complaint ID,URL,Title,User,Date,Full Text
teslimat-sonrasi-kumas-sarkmasi-nedeniyle-para-iadesi-talebi,https://www.sikayetvar.com/bellona/teslimat-sonrasi-kumas-sarkmasi-nedeniyle-para-iadesi-talebi,Teslimat Sonrası Kumaş Sarkması Nedeniyle Para İadesi Talebi,Elif,14 Ağustos 2025 01:22,"19 Haziran 2025 tarihinde Bellona Bimev Bayisi’nden Alvis koltuk takımı satın aldım ve toplamda 56.000 TL ödeme yaptım. Ürün daha teslim edildiği ilk günden itibaren kumaşında sarkma problemi vardı. Bu durumu hem bayiye hem de Bellonamüşteri hizmetlerine ilettim. Bana birkaç ay daha kullanmamı, sonrasında gerdirme işlemi yapılabileceğini söylediler. Ancak yapılan açıklamada, bu işlemin modelde bozulma riski taşıdığı da belirtildi.
Koltuk takımının teslimatından itibaren yaşanan bu sorunun garanti kapsamında çözülmesini ve ürünün paraiadesinin yapılmasını talep ediyorum. Mağduriyetimin bir an önce giderilmesini rica ederim."
teslimati-geciken-orta-sehpa-icin-magduriyet-yasiyorum,https://www.sikayetvar.com/bellona/teslimati-geciken-orta-sehpa-icin-magduriyet-yasiyorum,Teslimatı Geciken Orta Sehpa İçin Mağduriyet Yaşıyorum,Hülya,14 Ağustos 2025 01:15,"07/04/2025 tarihinde İstanbul Kağıthane Ö**** B***** BLC Bellona mağazasından Bohems model orta sehpa satın aldım. Siparişimi verirken ürünün kısa sürede teslim edileceği belirtildi, ancak aradan 2 ay geçmesine rağmen hâlâ teslimat yapılmadı.Müşteri hizmetleriyle ve mağaza ile defalarca iletişime geçtim, her seferinde ürünün teslim edileceği söylendi fakat herhangi bir gelişme olmadı.
Sipariş numaram: 1320. Ürünün ödemesini 2.280 TL olarak kredi kartı ile peşin şekilde yaptım. Teslimatın bu kadar gecikmesi beni mağdur etti. Ürünün bir an önce tarafıma teslim edilmesini talep ediyorum."
yemek-masasinda-kisa-surede-olusan-lekeler-ve-kabarmalara-cozum-bekliyorum,https://www.sikayetvar.com/bellona/yemek-masasinda-kisa-surede-olusan-lekeler-ve-kabarmalara-cozum-bekliyorum,Yemek Masasında Kısa Sürede Oluşan Lekeler Ve Kabarmalara Çözüm Bekliyorum,Meryem,13 Ağustos 2025 23:16,"2022 Kasım ayında Maltepe Bellona şubesinden Valencia yemek masası satın aldım. Masayı çok fazla kullanmamamıza ve hiçbir zaman sıcak bir şey koymamamıza rağmen, masa üzerinde lekeler ve kabarmalar oluştu. Benim gibi aynı sorunu yaşayan başka kullanıcıların da olduğunu öğrendim.
Sorun nedeniyle Bellona yetkili servisiyle iletişime geçtim. Servis geçtiğimiz hafta gelip inceleme yaptı ancak yalnızca ücret karşılığında değişim yapılabileceğini, ücretsiz değişim için mahkeme yoluna başvurmam gerektiğini belirttiler. Masayı yaklaşık 70 bin tl ödeyerek aldım ve bu kadar kısa sürede böyle bir sorun yaşanmasını kabul etmiyorum.
Ürünün garanti kapsamında değerlendirilerek ücretsiz onarımının yapılmasını talep ediyorum."
surekli-coken-baza-sorunu-icin-kalici-cozum-ve-degisim-talebi,https://www.sikayetvar.com/bellona/surekli-coken-baza-sorunu-icin-kalici-cozum-ve-degisim-talebi,Sürekli Çöken Baza Sorunu İçin Kalıcı Çözüm Ve Değişim Talebi,Zeynep,13 Ağustos 2025 20:44,"Bellona Bursa Osmangazi (Yeni Yalova Yolu Buttim karşısı) şubesinden yaklaşık 4 yıl önce iki adet tek kişilik yatak baza ve başlık aldık. Aldığımız günden bu yana bir bazada sürekli çökme sorunu yaşıyoruz. Her yıl aynı sorun tekrar etti ve toplamda 3 defa makası değiştirildi. Diğer bazada hiçbir problem yaşanmazken, sorunlu olan bazada kullanım hatası olmadığıservistarafından da raporlandı. Ancak buna rağmen sorun çözülmedi ve yine aynı şekilde baza çöktü.
Bu süreçte herhangi bir ücret talep edilmedi, fakat sürekli aynı sorunu yaşamak bizi hem maddi hem manevi olarak yordu. Bellonamüşteri hizmetleriyle görüşmedik çünkü artık bıktık ve çözüm bekliyoruz. Garanti süresiyle ilgili emin değiliz, ancak ürün ilk günden beri problemliydi.
Artık tamir değil, mümkünse teşhir ürünü dahi olsa baza değişimi talep ediyorum. Sorunumuzun kalıcı olarak çözülmesini rica ediyorum."
8-haftadir-teslim-edilmeyen-yatak-odasi-takimi-ve-ilgisiz-musteri-hizmetleri,https://www.sikayetvar.com/bellona/8-haftadir-teslim-edilmeyen-yatak-odasi-takimi-ve-ilgisiz-musteri-hizmetleri,8 Haftadır Teslim Edilmeyen Yatak Odası Takımı Ve İlgisiz Müşteri Hizmetleri,İrem,13 Ağustos 2025 16:24,"17 Haziran tarihinde Manisa Turgutlu Bellona bayisinden Estella model yatak odası takımı satın aldım. Sipariş numaram 004628. Ürünün ödemesini kredi kartı ile 3 taksit şeklinde, toplam 105.000 TL olarak yaptım. Satış sırasında maksimum 8 hafta içinde teslim edileceği belirtildi, ancak şu an 8 hafta dolmasına rağmen ürünüm hâlâ teslim edilmedi.
Teslimat sürecinin gecikmesi nedeniyle defalarca mağaza vemüşteri hizmetleriyle iletişime geçtim. Ancak mağaza çalışanları ilgisiz davrandı, müşteri hizmetleri ise görüşmemi yarıda kesip telefonu yüzüme kapattı. Bu durumdan dolayı oldukça mağdur oldum ve mağduriyetimin giderilmesini istiyorum.
Bellona’dan acil olarak ürünümün teslimatının gerçekleştirilmesini ve yaşadığım mağduriyetin telafi edilmesini talep ediyorum."
yeni-aldigim-gardiropta-montaj-hatasi-ve-ilgisizlik,https://www.sikayetvar.com/bellona/yeni-aldigim-gardiropta-montaj-hatasi-ve-ilgisizlik,Yeni Aldığım Gardıropta Montaj Hatası Ve İlgisizlik,Mustafa,13 Ağustos 2025 14:50,"Kocaeli Mobesko Bellona Bayii’nden yeni aldığım Vilza Gardırop’u yatak odası takımımızla birlikte kullanmaya başladık. Ancak çekmecesinin altındaki vidalar düzgün şekilde takılmadığından dolayı çekmeceyi hiç kullanamıyoruz. Sorunu fark ettiğimizde hemen firmanın WhatsApp hattı üzerinden durumu ilettim, otomatik mesajla şikayetim alındı fakat 3 gündür hiçbir şekilde geri dönüş yapılmadı.
Ürünümüz yeni ve 2 yıl garantili olmasına rağmen, yaşadığımız bu sorun ve ilgisizlik nedeniyle mağdur olduk. Şu anda evimizdeki çoğu eşya Bellona markalı olmasına rağmen, yeni evimiz için alışveriş yaparken Bellona’yı tekrar tercih edip etmemekte kararsız kaldık. Satış sonrası hizmetin de en az satış kadar önemli olduğunu düşünüyorum.
Sorunumuzun en kısa sürede çözülmesini, çekmecedeki montaj hatasının giderilmesini ve tarafıma geri dönüş yapılmasını talep ediyorum."
bellona-kudas-magazasinda-degisim-ve-iade-surecinde-yasanan-magduriyet,https://www.sikayetvar.com/bellona/bellona-kudas-magazasinda-degisim-ve-iade-surecinde-yasanan-magduriyet,BellonaKudaş Mağazası'nda Değişim Ve İade Sürecinde Yaşanan Mağduriyet,Adil,13 Ağustos 2025 13:58,"Trabzon Kaşüstü'ndeki Bellona Kudaş mağazasından alınan Larissa yatak odası takımının 5 kapaklı gardırobunu teslim almadan vazgeçtiğimizi mağaza sorumlularına bildirdik. Para iadesi yapılmadığı için, gardırop yerine istediğimiz ürünü istediğimiz zamanda alabileceğimiz ve değişim yapacağımız tarihteki fiyatların geçerli olacağı, bu nedenle mağduriyet yaşamayacağımız mağaza yetkilisi tarafından tarafımıza iletildi. Bu durumu teyit etmek için birkaç kez mağaza yetkilisi O**** Bey ile görüştüm.
Bir süre sonra, liste fiyatı 52.690 TL olan Valencia köşe koltuğu almak istedik. Bizim ürünümüzün (5 kapaklı gardırop) fiyatı ise 58.176 TL idi. Durumu mağaza yetkililerine ilettiğimizde, aradaki farkı ödemeyeceklerini, diğer çalışanların bize yanlış bilgi verdiğini belirttiler. Değişim tarihinde geçerli fiyatların uygulanacağı ve mağduriyet yaşanmayacağı söylenmişti. Uzun görüşmeler sonucunda, mağaza çalışanlarının müşteriye karşı üslubu ve yaşanan bu süreç şikayet konusudur. Mağaza yetkililerinin yanlış bilgilendirme yapmasını 'yanlış anladınız' diyerek açıklamaları ve aradaki 5.486 TL'lik farkı ödememeleri mağduriyet yaşamamıza neden olmuştur.
Ayrıca, firmanın yatak odasını satın alırken hediye edeceği yastıklar (yetkili tarafından not alınmasına rağmen) tarafımıza verilmemiştir ve bu konuda da 'yanlış anlaşılma' olduğu belirtilerek sözlerinden vazgeçilmiştir. Sorunun çözümü için bu şikayet yazılmıştır. Aksi takdirde hukuki yollara başvuracağımı belirtmek isterim. Ayrıca, teslim sırasında gelen yatak odası takımında 3-4 adet kusur (kırık, delik, yırtık) tespit edilmiş ve tutanak tutulmuştur."
ayipli-urun-geciken-teslimat-ve-kotu-musteri-hizmeti,https://www.sikayetvar.com/bellona/ayipli-urun-geciken-teslimat-ve-kotu-musteri-hizmeti,"Ayıplı Ürün, Geciken Teslimat Ve Kötü Müşteri Hizmeti",Mustafa,13 Ağustos 2025 13:42,"Gaziantep Şehitkamil Karşıyaka Korutürk Caddesi’indeki Ş**** Mobilya Bellona mağazasından Liva 6356 numaralı mutfak masası ve sandalye takımı satın aldım. Ürünün ücretini 21.000 TL olarak peşin şekilde, teslimattan 1.5 ay önce ödedim. Ancak masa çok geç teslim edildi ve teslim edildiğinde masanın ayaklarının çarpık ve arızalı olduğunu fark ettim.
Sorunu hemen Ş**** Ticaret’e ilettim. Bana servis kaydı oluşturulacağı veya yeni ürün sipariş edileceği söylendi, ancak ne zaman çözüm sunulacağı belirtilmedi. Aradan 1.5 ay geçmesine rağmen hâlâ herhangi bir çözüm sunulmadı ve mağduriyetim devam ediyor. Ayrıca, şikayetimi dile getirdiğimde “şikayet edersen serviste sürünürsün” şeklinde olumsuz bir yaklaşımla karşılaştım.
Ürünümün ücretiadesinin yapılmasını talep ediyorum. Mağduriyetimin bir an önce giderilmesini rica ederim."
garanti-kapsamindaki-masa-takiminda-kavlama-sorunu-ve-ucretli-degisim-teklifi,https://www.sikayetvar.com/bellona/garanti-kapsamindaki-masa-takiminda-kavlama-sorunu-ve-ucretli-degisim-teklifi,Garanti Kapsamındaki Masa Takımında Kavlama Sorunu Ve Ücretli Değişim Teklifi,Merve,13 Ağustos 2025 13:24,"Bellona’dan İstanbul Aksu Avcılar şubesinden Valencia masa takımı satın aldım. Ürünü 114.500 TL’ye kredi kartı ile taksitli olarak aldım. Satın aldıktan yaklaşık üç ay sonra, 30 Temmuz tarihinde masa takımında kavlamalar oluştuğunu fark ettim ve bu sorun yaklaşık iki haftadır devam ediyor.
Durumu Bellonamüşteri hizmetlerine bildirdim veservisyönlendirildi. Servis incelemesi sonucunda ise garanti kapsamında olan üründe ücretli değişim yapılabileceği bildirildi. Oysa ürünümün hem faturası hem de garanti belgesi elimde mevcut ve garanti süresi de devam ediyor.
Garanti kapsamında olan ürünümde yaşanan bu sorunun ücretsiz olarak giderilmesini, masa takımımın ücretsiz şekilde değiştirilmesini talep ediyorum."
siparis-sonrasi-teslimat-ve-urun-sorunlariyla-karsilastim,https://www.sikayetvar.com/bellona/siparis-sonrasi-teslimat-ve-urun-sorunlariyla-karsilastim,Sipariş Sonrası Teslimat Ve Ürün Sorunlarıyla Karşılaştım,Bahar,13 Ağustos 2025 13:23,"Gaziantep Şehitkamil'de bulunan Şenay Ticaret'ten Mayıs ayında bir mutfak masası sipariş ettik. Bize bir ayda teslim edileceği söylendi, ancak iki ay bekledik. Sonrasında ise ayakları farklı boyutlarda, sabit durmayan ve kullanılamaz bir ürün gönderildi. Ürünü almak istemediğimizde sorun olmadığını, iki hafta içinde yeni ayak getirteceklerini söylediler. Oradaki yetkili M***** Bey, sonrasında bir ay daha bekledik ama arayan soran olmadı. Aradığımızda ise yenisini sipariş ettiklerini, bunun için kendilerine minnet duymamız gerektiğini ve birkaç ay sonra geleceğini belirttiler.İadetalep ettiğimizde bunun mümkün olmadığını, ısrar edersek mağdur olabileceğimizi ima etti. Ödemeyi peşin aldılar ve çok sıkıntı çıkarırsak yeni ürün vermeyipservislerde sorun yaşayabileceğimizi söylediler. Bellona güvencesiyle aldığımız ürünle mağdur olduk."
bellonadan-aldigim-urunlerde-teslimat-ve-guvenlik-sorunlari-eksik-ve-hatali-urunler,https://www.sikayetvar.com/bellona/bellonadan-aldigim-urunlerde-teslimat-ve-guvenlik-sorunlari-eksik-ve-hatali-urunler,"Bellona'dan Aldığım Ürünlerde Teslimat Ve Güvenlik Sorunları, Eksik Ve Hatalı Ürünler",Mehmet,13 Ağustos 2025 12:33,"Ankara Büşra İstanbulyolu Bellona mağazasından 6933811 numaralı siparişim ile Veranica koltuk takımı ve yemek odası takımı aldım. Ürünler çok geç teslim edildi ve teslimattan hemen sonra birçok sorunla karşılaştım.
Özellikle üçlü koltukta çıkan keskin bir zımba teli oğlumun elini kesti. Servisi çağırdım; ancak teli çıkarmak için koltuğu yırtmak zorunda kaldılar. Koltuğun değişimini talep ettim fakat halen bir dönüş yapılmadı.
Ayrıca, masa ve konsol ayaklarında çizikler vardı; bunlar değiştirildi, ancak iki sandalye halen teslim edilmedi. Sandalyelerin yanlış renk ve modelde gelmesi nedeniyle defalarca mağaza ile telefonla görüştüm, her seferinde “hazır, bu hafta gelecek” denilerek oyalanıyorum. Üç koltuğun kumaşında hafif solmalar mevcut, bunu da servise gösterdiğimde “koyu renk olduğu için solar, alırken size söylenmiştir” şeklinde bir yanıt aldım.
Ürünler garanti kapsamında olmasına rağmen yaşadığım bu sorunlar nedeniyle Bellona’dan kesin bir çözüm bekliyorum. Özellikle oğlumun elinin kesilmesi nedeniyle mağduriyetimin giderilmesini, üçlü koltuğun değişimini ve eksik sandalyelerimin acilen teslim edilmesini talep ediyorum. Yaşadığım sıkıntılar nedeniyle paramıniadesi dahi düşünülmelidir. Satış temsilcisi a*** Hanım’ın ilgisi için teşekkür ederim ancak Bellona’dan genel olarak çok büyük bir hayal kırıklığı yaşadım."
satin-alinan-koltuk-takiminin-teslimatinda-gecikme-ve-yaniltici-bilgilendirme,https://www.sikayetvar.com/bellona/satin-alinan-koltuk-takiminin-teslimatinda-gecikme-ve-yaniltici-bilgilendirme,Satın Alınan Koltuk Takımının Teslimatında Gecikme Ve Yanıltıcı Bilgilendirme,Ayşe,13 Ağustos 2025 10:06,"23.07.2025 tarihinde Çankırı Bellona Doğanlar Şubesi’nden T***** K****** adına bir koltuk takımı siparişi verdim ve ürünün ödemesini yaptım. Satış sırasında ürünün depoda hazır olduğu söylendi. Ancak satın alma işlemi tamamlandıktan sonra ürünün aslında satılmış olduğu ve teslimatın gecikeceği belirtildi. Küçük bir çocuğumuz olduğunu ve acil ihtiyacımızı özellikle belirtmemize rağmen bu konuda yardımcı olunmadı.
Teslimat süresiyle ilgili mağaza ile defalarca iletişime geçtim fakat herhangi bir geri dönüş alamadım. Hem yaşadığım mağduriyet hem de mağaza çalışanının yanlış bilgilendirmesinden dolayı şikayetçiyim.
Koltuk takımımın en kısa sürede tarafıma teslim edilmesini ve yaşadığım bu sorunla ilgili gerekli bilgilendirmenin yapılmasını talep ediyorum."
aldigim-salon-takimi-yirtik-ve-kesik-geldi-magdur-edildim,https://www.sikayetvar.com/bellona/aldigim-salon-takimi-yirtik-ve-kesik-geldi-magdur-edildim,"Aldığım Salon Takımı Yırtık Ve Kesik Geldi, Mağdur Edildim!",Celal,12 Ağustos 2025 19:55,"Merhaba, Bellona Çorum Çevre Yolu Kervan Mağazası'ndan almış olduğum salon takımının üç yerinde yırtık ve bıçak ile kesilmiş izler vardı. Kurulumu yapan kişiler ürünü teslim etti ve iki ay beklediğim ürün yırtık olarak geldi. Firmaya ilettik, tamir edilip geri gönderileceği söylendi. Neden ben mağdur oluyorum? Ürünlerimin tamiratını değil, tekrar değişimini talep ediyorum. İki ay bekledim, Bellona kalitesine güvenerek aldık. Tamamen mağdur olduk. 115 bin TL para verip, ürünün bozuk gelmesi gerçekten hayal kırıklığı."
koltuk-takiminin-kirik-ayaklari-garanti-suresinde-onarilmadi-magduriyetim-suruyor,https://www.sikayetvar.com/bellona/koltuk-takiminin-kirik-ayaklari-garanti-suresinde-onarilmadi-magduriyetim-suruyor,"Koltuk Takımının Kırık Ayakları Garanti Süresinde Onarılmadı, Mağduriyetim Sürüyor",Esmer,12 Ağustos 2025 19:11,"Bellona Kurtköy bayisinden aldığım Scala koltuk takımının ayakları, ürünü aldıktan 6 ay sonra kırıldı. Servis kaydı oluşturdum ve yaklaşık 3 ay sonra ekip geldi. Ancak sorunumu çözmedikleri gibi, ayakları aynı yere aynı şekilde takıp gittiler. Farklı bir yere ayak takılması gerektiğini belirttiklerinde ise bunun için benden ekstra ücret talep ettiler. Garanti sürem geçen ay doldu fakat bu sorun garanti devam ederken başlamıştı ve hâlâ çözülmedi. Koltuğun ortasına oturduğumuzda koltuk açılıyor, ayakları kayıyor ve neredeyse yerde oturmak zorunda kalıyoruz. Markaya güvenerek aldığım üründen hiç memnun değilim ve yaşadığım mağduriyetin giderilmesini istiyorum. Bellona’dan, koltuk takımımın ücretsiz ve kalıcı şekilde tamir edilmesini talep ediyorum."
bellona-magazasindan-aldigim-baslik-teslim-edilmiyor-magduriyetim-suruyor,https://www.sikayetvar.com/bellona/bellona-magazasindan-aldigim-baslik-teslim-edilmiyor-magduriyetim-suruyor,BellonaMağazasından Aldığım Başlık Teslim Edilmiyor Mağduriyetim Sürüyor,Paşa,12 Ağustos 2025 18:06,"Bellona İstanbul Çekmeköy Turgut Özal Bulvarı üzerindeki Evyapar Bellona mağazasından Petra Plus baza, başlık ve yatak satın aldım. Siparişimde baza ve yatak, başta 31 Temmuz’da teslim edileceği söylenmesine rağmen daha geç teslim edildi. Ancak başlık hâlâ tarafıma ulaştırılmadı. Müşteri numaram: M319320.
Ürünler geç teslim edildiğindeiadetalebinde bulundum fakat mağaza kesinlikle iade yapılamayacağını söyledi. Defalarca mağaza ile iletişime geçtim, her seferinde “haftaya teslim edilecek” denilerek oyalandım. Süre dolduğunda yine aynı şekilde erteliyorlar. Mağaza çalışanları, başlıkla ilgili firmaya mail gönderdiklerini ve cevap alamadıklarını belirtiyorlar. 17.000 TL ödeme yaptığım bu ürünün başlığı garanti kapsamında olmasına rağmen teslim edilmemiştir.
Başlığımın en kısa sürede teslim edilmesini talep ediyorum. Yaşadığım mağduriyetin giderilmesini rica ederim."
bellona-yirtik-teslim-edilen-yatak-ve-geciken-iade-sureci-magduriyeti,https://www.sikayetvar.com/bellona/bellona-yirtik-teslim-edilen-yatak-ve-geciken-iade-sureci-magduriyeti,BellonaYırtık Teslim Edilen Yatak ve Geciken İade Süreci Mağduriyeti,Reşit,12 Ağustos 2025 17:36,"2 Ağustos Günü Samsun İlkadım 19 Mayıs Mh. Bulunan Bellona Işık Ev Tekstil ürünleri mağazasından 1 adet yatak sarın aldım. Yatak 7 Ağustos'ta evde ben yokken çocuklarıma teslim edildi. Benden SMS kodu istendi. Akşam eve gittiğimde yatağın uç kısmının yırtık olduğunu fark ettim yatak afaki bir şekilde koli bandı ile bir poşete sarılıp teslim edilmiş. İlgili bayiyi aradım yatağın değişimini ya da iadesini talep ettim. İlk önce bana servis kaydı açıp servisi yollayacaklarını söylediler. Bende bunu kabuk etmedim evde olsam bu yatağı bu şekilde teslim almazdım dedim. Yatağın resmini çekip yollamamı istediler biraz telefon trafiği sonrasında yatağı geri alacaklarını aynı modelden ellerinde olmadığını söylediler. Kredi kartı ile işlem yaptığım için işlem fişinin resmini WhatsApp üzerinden yolladım.
Aynı gün iade işleminin yapıldığını 3 iş günü içinde paranın iadesinin gerçekleşeceğini söylediler. Yatağı ise 11 Ağustos günü evden aldılar ben de bankayı aradım bankam hiçbir iade işlemi olmamış deyince ilgili firmayı aradım. Firma işlemin yapıldığını söyledi, Bugün 12 Ağustos sabah bankayı tekrar aradım hiçbir iade işleminin ve talebinin olmadığını söyleyince ilgili firmayı yeniden aradım. Karşıma çıkan müşteri temsilcisine durumu yatağı satarken gösterdikleri ilginin tam tersi bir görüşme ile karşılaştım.
Ben aramasam beni arayan yok şimdi bankamı tekrar aradım halen bir iade talebi dahi olmadığını söylüyorlar. Ben Bellona'ya güvenip ürün satın almakla yanlış yaptım sanki mağazadan şikayetçiyim."
dugun-seti-teslimatinda-eksiklikler-ve-zamaninda-cozulmeyen-magduriyet,https://www.sikayetvar.com/bellona/dugun-seti-teslimatinda-eksiklikler-ve-zamaninda-cozulmeyen-magduriyet,Düğün Seti Teslimatında Eksiklikler Ve Zamanında Çözülmeyen Mağduriyet,Zeynep,12 Ağustos 2025 16:36,"12 Ağustos 2025 tarihinde Bellona Diyarbakır şubesinden aldığım 255 bin tl tutarındaki düğün setinin teslimatında ciddi sorunlar yaşadım. Düğün tarihimizi baştan belirtmemize ve en geç 10 gün öncesinde ürünlerin eksiksiz teslim edilmesini özellikle istememize rağmen, teslimatta birçok hata ve eksiklikle karşılaştık. Sandalyeler ve markiz hiç gelmedi, dolap kulpları ve TV ünitesi yanlış gönderildi, ayrıca şifonyer de eksikti.
Teslimat sonrası şubeyle defalarca iletişime geçtik. Önce 15 gün sonra teslim edileceğini söylediler, tepki gösterince bir hafta sonraya çektiler. Ancak düğünüme çok az bir süre kaldı (22 Ağustos 2025) ve hâlâ mağduriyetim giderilmedi. Ödememizi taksitle yapıyoruz ve toplamda 255 bin tl ödedik. Teslimat sırasında herhangi bir tutanak veya belge de verilmedi.
Düğünüm öncesi yaşadığım bu mağduriyetin acilen giderilmesini, eksik ve yanlış gelen tüm ürünlerin en geç yarın teslim edilip düzeltilmesini talep ediyorum. Mağduriyetimin hızla çözülmesini rica ediyorum."
bellonadan-eksik-ve-gecikmeli-teslimat-hayal-kirikligi-yaratti,https://www.sikayetvar.com/bellona/bellonadan-eksik-ve-gecikmeli-teslimat-hayal-kirikligi-yaratti,Bellona'dan Eksik Ve Gecikmeli Teslimat Hayal Kırıklığı Yarattı,Serkan,12 Ağustos 2025 15:14,"08.07.2025 tarihinde İstanbul Anadolu Yakası Altıntepe Bellona Bayi Sema Mobilya’dan G**** A*** adına 2 adet baza, yatak ve başlık satın aldık. Tüm ödemeyi peşin olarak yaptık ve taşınma tarihimizi de ürünleri aldığımız gün özellikle belirttik. Ürünlerin 08.08.2025 tarihinde teslim edilmesi gerekiyordu. Ancak bugün bayi tarafından arandık ve sadece yatak ile bazaların teslim edileceği, başlıkların ise seçtiğimiz kumaşın fabrikada bulunmaması nedeniyle en az bir hafta ya da 10 gün daha beklememiz gerektiği söylendi.
Bir ay önceden sipariş vermiş ve ödeme yapmış olmamıza rağmen, teslimat tarihinde ürünlerin eksik geleceğini öğrenmek bizi mağdur etti. Üstelik başka markalardan da benzer alışverişler yaptık ve tüm ürünler en geç bir hafta içinde eksiksiz teslim edildi. Bellona gibi büyük bir markada bu tür bir sorun yaşamak hayal kırıklığı yarattı. Başlıkların kumaşının temin edilememesi bizim sorunumuz değil, bu gecikmenin sorumluluğu firmaya aittir.
Yaklaşık 33 bin tl ödeme yaptığımız bu alışverişte, tüm ürünlerin eksiksiz ve zamanında teslim edilmesini talep ediyorum. Gecikme nedeniyle yaşadığımız mağduriyetin giderilmesini ve benzer sorunların tekrar yaşanmaması için gerekli önlemlerin alınmasını rica ediyorum."
veronica-koltuk-takimi-kumasinda-kalici-leke-sorunu-ve-memnuniyetsizlik,https://www.sikayetvar.com/bellona/veronica-koltuk-takimi-kumasinda-kalici-leke-sorunu-ve-memnuniyetsizlik,Veronica Koltuk Takımı Kumaşında Kalıcı Leke Sorunu Ve Memnuniyetsizlik,Seyda,12 Ağustos 2025 14:23,"Bellona'dan 31 Aralık 2024 tarihinde İstanbul Pendik İstikbal mağazası aracılığıyla Veronica model koltuk takımı satın aldım. Ürünü aldığım günden beri koltuk kumaşında ciddi bir memnuniyetsizlik yaşıyorum. Özellikle herhangi bir leke oluştuğunda, silerek temizlemeye çalıştığımda leke çıkıyor fakat sildiğim yerde damga gibi iz kalıyor. Sadece suyla veya farklı koltuk leke çıkarıcı ürünlerle denememe rağmen her seferinde izler belirgin şekilde kalıyor ve koltuk kumaşı kötü bir görüntüye sebep oluyor.
Ürünüm hâlâ garanti kapsamında ve sipariş numaram 6914167'dir. Şu ana kadarmüşteri hizmetleriyle iletişime geçmedim, öncelikle buradan şikayetimi iletmek istedim. Sorunun giderilmesini ve koltuk kumaşında değişiklik yapılmasını talep ediyorum.
Kısa sürede çözüm bekliyorum."
bellonadan-aldigim-mobilyalar-zamaninda-teslim-edilmedi-ve-musteri-hizmetleri-ilgisiz-davrandi,https://www.sikayetvar.com/bellona/bellonadan-aldigim-mobilyalar-zamaninda-teslim-edilmedi-ve-musteri-hizmetleri-ilgisiz-davrandi,Bellona'dan Aldığım Mobilyalar Zamanında Teslim Edilmedi Ve Müşteri Hizmetleri İlgisiz Davrandı,Beyza,12 Ağustos 2025 13:31,"Bellona’dan yatak odası, koltuk takımı ve yemek odası takımı olmak üzere bir evi komple döşeyecek bütün ürünleri aldım. 5 Temmuz'da aldım ve ödememin 200 bin lirasını peşin olarak gerçekleştirdim. Özellikle sıfırdan ev kurduğumu, evimde hiçbir eşyanın olmadığını, boş evde oturmaya çalıştığımı belirtmeme rağmen 4-6 hafta arasında bir teslimat süresi verdiler. Ürünlerim hâlâ gelmedi, fabrikanın tedarik sorunu varmış ve ancak Eylül ayında gelebileceği söylendi.Müşteri hizmetlerini aradım ve telefona çıkan L**** Hanım benimle ilgisiz ve çözüm sunmayan bir üslupla konuştu. Hiçbir şekilde haklı olduğum belirtilmedi veya özür dilenmedi.
Mağduriyetimin giderilmesini ve ürünlerimin acilen teslim edilmesini istiyorum."
bellona-teslimat-ve-kurulumda-hasarli-ve-eksik-urun-magduriyeti-cozulmuyor,https://www.sikayetvar.com/bellona/bellona-teslimat-ve-kurulumda-hasarli-ve-eksik-urun-magduriyeti-cozulmuyor,BellonaTeslimat Ve Kurulumda Hasarlı Ve Eksik Ürün Mağduriyeti Çözülmüyor!,Berniz,12 Ağustos 2025 10:07,"4 Eylül’de İzmir Karabağlar Atsaylar Bellona şubesinden aldığımız tüm oda mobilyalarının teslimat ve kurulumunda ciddi sorunlar yaşadık. Teslimat sırasında oturma odası TV ünitesi vuruk, üçlü koltuk ise sökük şekilde getirildi. Yatak odasında ise yanlış ve eksik ürünler geldi. Ayrıca salon için de yanlış ürün teslim edildi.
Yaşadığımız bu sorunların giderilmesi için defalarca mağaza yetkilileriyle vemüşteri hizmetleriyle iletişime geçmemize rağmen hiçbir şekilde geri dönüş yapılmadı, herhangi bir bilgilendirme alamadık. Her gün aramamıza rağmen sorunlarımız çözülmedi ve mağduriyetimiz devam ediyor.
Ödemeyi nakit olarak yaptık. Acilen tüm yanlışların düzeltilmesini, eksiklerin tamamlanmasını ve defolu ürünlerin yenileriyle değiştirilmesini talep ediyoruz."
